"date","platform","campaign_type","ad_spend","revenue","conversions","impressions","clicks"
"2024-09-06","Google Ads","Video","1827.54","2278.75","62","47176","1278"
"2024-12-10","Meta Ads","Video","160.64","1671.09","11","8512","251"
"2024-06-17","Meta Ads","Shopping","4198.32","18620.43","84","83591","2499"
"2024-06-25","Google Ads","Search","9357.4","8337.4","95","88323","3965"
"2024-11-28","Google Ads","Video","2011.28","1786.84","8","24755","811"
"2024-03-04","Google Ads","Video","3481.85","56004.19","196","99410","4195"
"2024-01-12","Meta Ads","Video","4032.6","84311.3","312","176250","6204"
"2024-01-04","Meta Ads","Shopping","2327.4","16864.93","201","184729","2586"
"2024-01-16","Google Ads","Search","3845.66","11471.83","204","175381","4226"
"2024-10-29","Google Ads","Video","15469.93","58786.78","326","174741","7129"
"2024-01-17","Meta Ads","Shopping","2933.7","14288.2","135","62033","2667"
"2024-04-18","TikTok Ads","Search","126.63","2449.28","12","6067","201"
"2024-06-06","Google Ads","Search","21675.99","92564.99","528","187941","9303"
"2024-10-23","TikTok Ads","Shopping","968.35","469.8","8","16094","535"
"2024-09-27","Meta Ads","Display","167.7","594.69","6","8599","258"
"2024-01-07","Google Ads","Video","1863.04","21754.11","86","32476","1136"
"2024-01-31","Google Ads","Display","5212.74","22723.24","109","64739","1599"
"2024-05-06","Google Ads","Search","8657.8","16836.59","80","51666","2965"
"2024-11-03","Meta Ads","Shopping","1060.2","582.59","14","39723","1116"
"2024-12-12","TikTok Ads","Search","21791.28","170813.74","962","163984","12971"
"2024-01-10","Meta Ads","Video","2561.72","15551.2","91","51698","1307"
"2024-02-16","Google Ads","Shopping","4845.98","5571.38","163","50206","2399"
"2024-10-08","Google Ads","Video","11887.26","8446.21","134","194099","4774"
"2024-12-29","TikTok Ads","Video","629.52","2301.99","12","11820","366"
"2024-12-16","TikTok Ads","Search","2611.2","15749.58","154","56782","3264"
"2024-08-13","TikTok Ads","Video","5496.26","85112.1","380","191894","7138"
"2024-01-19","Google Ads","Shopping","7212.16","5145.31","156","55075","3056"
"2024-04-28","Google Ads","Shopping","5931.95","7206.83","49","81830","4091"
"2024-12-17","Meta Ads","Search","535.68","16688.84","61","87911","1116"
"2024-09-15","Meta Ads","Search","419.49","1502.31","17","9521","237"
"2024-04-14","TikTok Ads","Search","3660.44","28357.39","121","88115","5383"
"2024-06-24","Google Ads","Shopping","12597.27","23192.98","90","184030","5649"
"2024-08-21","Meta Ads","Video","8308.35","48165.44","228","151729","4491"
"2024-02-24","TikTok Ads","Video","3321.96","19288.91","173","68176","2679"
"2024-10-12","Meta Ads","Shopping","2632.4","81942.57","393","160136","6581"
"2024-04-22","Google Ads","Video","6876.54","10570.76","96","164504","3322"
"2024-04-20","TikTok Ads","Display","5069.1","18559.1","176","111399","4155"
"2024-07-29","Google Ads","Search","6607.44","69461.44","254","135011","3496"
"2024-08-04","Google Ads","Display","3418.74","4110.39","35","24359","1461"
"2024-05-23","Meta Ads","Shopping","1611.11","9567.41","44","130611","2207"
"2024-12-03","TikTok Ads","Search","2674.68","23745.71","362","156601","8628"
"2024-11-29","Meta Ads","Search","10433.28","75767.62","331","172967","5016"
"2024-04-13","Google Ads","Shopping","24590.22","29946.1","105","165104","7958"
"2024-01-17","Google Ads","Video","3921.78","4734.61","25","49109","1203"
"2024-12-25","Meta Ads","Shopping","1442.48","2307.39","74","46291","1976"
"2024-08-02","Google Ads","Video","2693.1","5682.79","106","33750","1410"
"2024-01-26","Meta Ads","Search","1430.69","17092.48","128","177593","1811"
"2024-03-23","Google Ads","Display","16623.43","57602.12","295","150465","5311"
"2024-12-08","TikTok Ads","Shopping","1694.52","13162.62","79","25860","1569"
"2024-08-17","Google Ads","Display","5170","14702.27","148","41375","2350"
"2024-04-28","Meta Ads","Display","1180.82","8689.29","52","26159","782"
"2024-02-06","Meta Ads","Display","5268.36","16566.88","215","184541","3063"
"2024-08-31","Meta Ads","Video","4458.24","36583.06","173","196373","5184"
"2024-01-10","Google Ads","Video","17910.48","116431.98","482","131031","6092"
"2024-01-15","Meta Ads","Search","4868.46","53909.5","185","113269","3182"
"2024-11-27","TikTok Ads","Video","5588.3","125930.93","469","92346","6815"
"2024-10-05","Google Ads","Search","14693.98","60208.51","272","143241","7133"
"2024-07-11","Meta Ads","Video","6362.4","6668.85","49","194137","2640"
"2024-01-24","TikTok Ads","Shopping","2443.35","11334.87","43","79967","2327"
"2024-08-31","Meta Ads","Video","3313.29","19210.72","131","60919","1851"
"2024-09-27","TikTok Ads","Search","980.1","28189.38","132","40886","1782"
"2024-03-30","TikTok Ads","Shopping","2061.4","16795.87","144","37646","1874"
"2024-03-15","Meta Ads","Search","4393.98","62119.33","308","117529","4266"
"2024-05-28","TikTok Ads","Video","4821.32","36153.63","534","150250","7196"
"2024-05-31","Meta Ads","Video","3096.6","38447.59","143","196929","2382"
"2024-10-20","Google Ads","Search","7052.22","19432.37","140","91491","4053"
"2024-12-04","Google Ads","Video","6259.76","38586.7","220","154741","6019"
"2024-10-27","TikTok Ads","Display","2696.64","16464.01","412","72963","5618"
"2024-09-15","Google Ads","Video","14765","20958.57","371","194281","5906"
"2024-09-28","Meta Ads","Display","5931.37","10318.61","63","92844","3277"
"2024-05-11","Google Ads","Video","5091.24","8958.33","135","132441","2436"
"2024-10-08","Meta Ads","Search","1867.14","10643.48","48","110977","2829"
"2024-09-30","Google Ads","Search","10077.6","28058.66","94","50076","2964"
"2024-10-30","Google Ads","Search","7334.07","91782.77","333","180590","4857"
"2024-06-19","Meta Ads","Search","9006.69","21392.38","302","153530","3899"
"2024-01-05","Google Ads","Video","9920.7","46154.22","201","135223","3285"
"2024-12-30","Meta Ads","Display","3060","12452.25","160","108152","4250"
"2024-03-03","Google Ads","Video","3922.88","14390.19","160","76442","2392"
"2024-11-12","Google Ads","Video","5139.75","11136.73","133","57335","1869"
"2024-11-25","TikTok Ads","Display","6342.77","79985.87","271","82661","4769"
"2024-04-30","Google Ads","Shopping","16308.6","33499.38","323","72902","4942"
"2024-02-01","Meta Ads","Search","1059.39","4567.68","23","63528","711"
"2024-12-18","TikTok Ads","Shopping","3488.99","146453.92","507","169238","6583"
"2024-12-06","Meta Ads","Display","103.95","142.69","3","14815","189"
"2024-08-21","TikTok Ads","Search","4737.07","39448.18","201","47278","2803"
"2024-02-17","Google Ads","Video","472","142.71","4","15046","400"
"2024-08-04","Meta Ads","Shopping","2555.35","13332.87","127","58968","1715"
"2024-02-21","Google Ads","Search","1682.66","10442.74","41","13083","707"
"2024-12-17","TikTok Ads","Search","7963.54","12349.14","124","109222","7306"
"2024-04-04","TikTok Ads","Search","3571.14","2662.9","46","45382","2246"
"2024-09-15","Meta Ads","Display","2600.4","52195.74","462","196432","6501"
"2024-12-05","TikTok Ads","Search","2436.7","10377.15","37","71470","2065"
"2024-01-01","TikTok Ads","Display","12964.38","46631","278","103026","9066"
"2024-07-13","Meta Ads","Display","4386.72","12104.44","141","140793","2886"
"2024-07-24","Meta Ads","Search","183.6","4976.05","22","8970","306"
"2024-12-18","Meta Ads","Display","3342.3","29602.7","163","177825","4285"
"2024-12-07","Meta Ads","Display","8338.88","5305.8","61","122512","4532"
"2024-06-09","Google Ads","Search","13625.6","17656.92","145","107548","4258"
"2024-07-06","TikTok Ads","Display","10457.45","94667.83","336","89224","5255"
"2024-10-27","Meta Ads","Display","5255.59","34626.86","124","100561","3781"
"2024-05-31","Google Ads","Search","6333.6","30016.66","153","50111","2320"
"2024-03-22","Google Ads","Display","1184.9","4237.85","63","65985","1445"
"2024-07-25","Meta Ads","Video","2547.6","26767.95","102","93257","1930"
"2024-12-24","TikTok Ads","Search","7555.86","81199.4","314","102847","6458"
"2024-02-18","Meta Ads","Search","8376.36","29417.67","258","161738","5046"
"2024-05-07","Meta Ads","Shopping","455.48","4874.74","39","46516","772"
"2024-11-02","Google Ads","Video","805.8","799.08","14","7802","340"
"2024-10-22","Google Ads","Search","1290","6919.55","40","15960","750"
"2024-01-16","TikTok Ads","Shopping","1406.92","20016.59","229","55701","4138"
"2024-06-30","Google Ads","Display","5685.68","4380.33","58","64757","3976"
"2024-04-04","TikTok Ads","Search","19325.6","207611.26","1016","199291","16660"
"2024-09-18","TikTok Ads","Shopping","5845.7","80828.76","493","116800","8351"
"2024-10-30","Meta Ads","Shopping","2434.41","44145","165","88470","2459"
"2024-03-07","TikTok Ads","Display","15411.6","224929.42","931","186782","14270"
"2024-12-08","Google Ads","Display","8007.48","28929.72","139","121832","6786"
"2024-09-11","Google Ads","Video","1384.6","22165.04","77","88514","1610"
"2024-10-14","Meta Ads","Display","1817.76","36320.54","253","125424","3787"
"2024-12-06","TikTok Ads","Video","2077.92","10903.46","66","23883","1332"
"2024-05-08","Meta Ads","Shopping","3629.5","14018.44","73","49864","2074"
"2024-07-27","Google Ads","Video","8834.56","25751.07","141","190890","7616"
"2024-11-02","Google Ads","Display","11573.54","49666.69","195","146295","3394"
"2024-09-23","Meta Ads","Search","695.46","672.01","7","29343","346"
"2024-09-25","TikTok Ads","Display","11111.04","80440.02","439","154712","10288"
"2024-04-06","TikTok Ads","Video","7997.76","35506.6","286","60438","5554"
"2024-06-01","Google Ads","Shopping","1487.16","3557.93","14","18149","918"
"2024-10-02","TikTok Ads","Shopping","679.76","1100.59","22","39626","1172"
"2024-04-20","TikTok Ads","Shopping","6415.8","27379.91","104","103730","4335"
"2024-06-29","Google Ads","Display","3248.66","1649.56","48","35346","1279"
"2024-01-30","Meta Ads","Video","1758.2","22435.51","107","57776","1490"
"2024-09-25","Meta Ads","Shopping","7273.42","29612.74","147","178916","4723"
"2024-12-15","Meta Ads","Search","1099.8","2280.29","35","34778","705"
"2024-06-05","TikTok Ads","Search","8442.24","31918.96","646","179120","8794"
"2024-06-19","Meta Ads","Display","2772","8391.32","80","91706","1650"
"2024-09-16","Meta Ads","Display","186.14","1653.16","6","7056","227"
"2024-01-21","Meta Ads","Display","5253","43732.39","228","161646","5253"
"2024-04-05","Google Ads","Video","23214.5","108688.43","460","177115","8005"
"2024-10-03","TikTok Ads","Search","4667.96","190244.62","737","141087","10609"
"2024-11-03","TikTok Ads","Video","20793.17","23357.33","404","184745","12451"
"2024-09-10","Google Ads","Shopping","8197.66","24245.52","142","104969","5773"
"2024-06-03","TikTok Ads","Shopping","1757.8","10692.34","79","80885","3995"
"2024-04-15","Google Ads","Video","1638.21","5072.77","25","33807","807"
"2024-03-21","Meta Ads","Search","3527.63","60037.86","263","198074","5783"
"2024-11-17","Google Ads","Search","18333.76","2427.15","77","115282","4876"
"2024-02-27","Google Ads","Display","3211.38","2770.83","62","45880","2817"
"2024-05-21","Meta Ads","Search","746.24","4493.83","45","20993","583"
"2024-03-11","Google Ads","Video","16750.24","74979.38","351","183448","8053"
"2024-01-21","TikTok Ads","Shopping","5691.91","101587.49","717","119944","9331"
"2024-01-27","TikTok Ads","Search","1940.95","15199.33","256","69198","3529"
"2024-12-08","Meta Ads","Search","1764.86","5977.87","55","46936","2234"
"2024-07-04","TikTok Ads","Video","850.25","4747.38","22","21689","895"
"2024-03-14","TikTok Ads","Search","1276.58","3721.4","41","24504","899"
"2024-04-16","Meta Ads","Shopping","4040","25959.16","152","119053","4000"
"2024-01-21","TikTok Ads","Search","6021.75","79057.93","398","160522","5425"
"2024-08-04","Google Ads","Shopping","22248","66700.13","299","158627","7725"
"2024-06-26","Meta Ads","Video","1723.6","49191.36","202","157955","2780"
"2024-03-16","Meta Ads","Shopping","3996.97","16387.67","187","196112","2647"
"2024-02-15","Meta Ads","Display","2727.01","20596.75","114","67167","1907"
"2024-08-07","Google Ads","Display","10946.16","7960.57","207","90550","3966"
"2024-09-07","Google Ads","Shopping","15775.77","4547.95","98","91150","4119"
"2024-04-20","Google Ads","Display","9691.36","34560.39","124","157832","4072"
"2024-09-27","Google Ads","Video","3888.85","13909.3","49","28958","1355"
"2024-11-09","Meta Ads","Shopping","246.61","4179.96","14","8487","271"
"2024-01-04","Meta Ads","Shopping","1955.92","23916.94","132","91284","2126"
"2024-03-22","Meta Ads","Video","863.15","10044.57","67","84737","1415"
"2024-11-26","Meta Ads","Search","1536.28","4188.5","15","31547","772"
"2024-12-29","Meta Ads","Video","2095.94","16951.26","71","162038","2722"
"2024-08-28","Google Ads","Video","14597.08","60859.85","233","145119","9998"
"2024-05-10","TikTok Ads","Display","2113.8","24076.73","324","92601","4065"
"2024-12-30","Google Ads","Shopping","27943.91","4146.07","98","148041","8053"
"2024-09-25","Google Ads","Display","1926.18","432.4","12","25195","738"
"2024-01-21","Google Ads","Display","21027.38","57833.06","367","186465","8689"
"2024-09-06","Google Ads","Shopping","7642.44","39826.63","230","136960","5382"
"2024-04-21","Google Ads","Video","7537.92","79715.61","459","193405","7852"
"2024-06-05","Meta Ads","Video","4649.45","36581.13","303","118591","4043"
"2024-02-07","Google Ads","Search","21188.08","44353.83","360","163349","7906"
"2024-08-31","Google Ads","Video","6680.72","35345.21","137","166957","5476"
"2024-06-28","Meta Ads","Display","9484.8","26864.23","146","169818","4992"
"2024-11-04","Google Ads","Display","10814.72","51868.85","300","158441","3976"
"2024-12-25","Google Ads","Display","1006","1306.45","15","10380","503"
"2024-09-21","Google Ads","Shopping","1385.7","10712.26","73","27791","930"
"2024-03-28","Meta Ads","Shopping","4404.96","13095.31","140","124870","2622"
"2024-08-30","Meta Ads","Display","8436","43644.89","381","137053","5550"
"2024-04-21","Meta Ads","Search","925.4","2104.08","23","43062","1322"
"2024-09-03","Google Ads","Video","18696.3","45066.38","410","177472","9210"
"2024-05-26","Google Ads","Display","1764.64","1078.62","24","25967","656"
"2024-09-25","TikTok Ads","Shopping","9941.28","29124.09","137","139162","7152"
"2024-12-22","Google Ads","Display","2002.44","10930.4","113","45364","1628"
"2024-01-15","Google Ads","Display","3895.57","17905.2","158","62320","3857"
"2024-11-15","Meta Ads","Shopping","5567.84","24540.41","108","141436","3026"
"2024-10-18","Meta Ads","Video","4918.32","64805.54","296","152318","4554"
"2024-09-01","Google Ads","Search","2948.1","15444.21","125","27778","1902"
"2024-08-19","TikTok Ads","Video","2966.4","31548.51","139","82400","3708"
"2024-11-29","Google Ads","Search","38184.01","7355.91","122","195606","10817"
"2024-11-20","TikTok Ads","Shopping","754.56","4581.7","24","18181","1179"
"2024-04-26","Google Ads","Video","4843.93","8283.62","94","86560","5323"
"2024-03-11","Google Ads","Video","4532.7","14107.55","155","89845","2605"
"2024-06-08","Meta Ads","Shopping","4326.3","11409.44","133","194121","6270"
"2024-10-23","Meta Ads","Video","1557.27","3549.91","77","81313","1089"
"2024-08-15","Google Ads","Display","9186.8","20688.95","74","95153","5404"
"2024-02-17","Meta Ads","Display","4844.04","12449.27","65","104926","3273"
"2024-12-06","Meta Ads","Shopping","386.78","5468.73","28","16093","466"
"2024-11-27","Google Ads","Shopping","19935.48","112821.78","411","155338","10718"
"2024-11-13","Google Ads","Video","10965.18","13004.03","215","179877","4317"
"2024-08-24","TikTok Ads","Video","19964.95","116711.4","461","185510","9739"
"2024-08-20","TikTok Ads","Search","3209.2","50560.98","640","135992","8023"
"2024-01-16","Google Ads","Search","9056.67","20836.16","172","192593","4949"
"2024-12-30","Meta Ads","Search","339.57","7765.15","36","18487","693"
"2024-11-24","Meta Ads","Video","5478.43","8119.45","180","88452","3361"
"2024-10-16","TikTok Ads","Display","8617.26","39985.98","312","178714","7559"
"2024-07-05","TikTok Ads","Display","5617.44","10269.39","172","113190","3984"
"2024-04-13","Meta Ads","Video","4687","18027.88","313","126103","4300"
"2024-12-21","Google Ads","Search","11370.45","10455.25","122","101355","4459"
"2024-02-16","Google Ads","Display","10631.25","73971.79","347","197974","4375"
"2024-04-07","Meta Ads","Shopping","448.88","1397.37","31","49261","724"
"2024-01-31","TikTok Ads","Shopping","6877.08","37599.64","310","174668","10916"
"2024-10-16","Google Ads","Shopping","11430.12","14305.21","325","163178","5172"
"2024-11-17","TikTok Ads","Search","11958.8","104498.78","662","105726","8542"
"2024-02-12","TikTok Ads","Display","1319.22","18972.8","92","74285","2094"
"2024-01-29","Google Ads","Display","5833.58","25231.33","117","168471","6014"
"2024-10-09","TikTok Ads","Search","3943.8","42279.01","276","128295","4695"
"2024-11-26","Meta Ads","Search","3919.68","47040.47","170","109777","2722"
"2024-09-17","TikTok Ads","Video","7277","48117.42","175","153537","7277"
"2024-08-30","Google Ads","Shopping","940.39","3637.08","37","20915","913"
"2024-07-26","Meta Ads","Search","369.05","5311.42","35","29992","605"
"2024-03-05","Meta Ads","Search","4268.7","16540.06","189","187461","2511"
"2024-05-17","Google Ads","Display","6988.96","51456.48","262","107885","3344"
"2024-05-23","Google Ads","Video","13643.7","30643.55","118","162242","5110"
"2024-05-06","Meta Ads","Video","1709.68","17655.16","94","34404","1204"
"2024-11-02","Meta Ads","Display","6388.53","21663.32","181","133773","3491"
"2024-08-03","Google Ads","Video","3922.29","15594.76","82","185948","5373"
"2024-07-13","Google Ads","Shopping","6358.3","2253.91","45","98375","1898"
"2024-07-22","Google Ads","Video","21304.5","139478.01","933","190826","12174"
"2024-07-07","Meta Ads","Display","1538.5","55580.46","206","105050","3077"
"2024-07-19","Google Ads","Shopping","6032.9","13262.4","47","52547","2806"
"2024-05-15","Google Ads","Search","13194","82597.15","347","139648","4398"
"2024-06-21","TikTok Ads","Search","14425.95","21530.58","87","186434","8743"
"2024-07-29","Google Ads","Search","4707.88","3324.55","94","63001","3181"
"2024-04-12","Meta Ads","Shopping","3997.98","17184.94","238","132343","3507"
"2024-06-19","Google Ads","Shopping","7974.72","15699.11","53","172570","3692"
"2024-04-09","Google Ads","Video","20632","66245.27","282","196510","10316"
"2024-05-13","Google Ads","Display","15340.5","28774.25","142","140875","6818"
"2024-08-02","TikTok Ads","Shopping","4942.84","60995.17","224","50955","3892"
"2024-10-19","Google Ads","Search","7943.53","36045.3","142","103991","3067"
"2024-10-25","Google Ads","Video","1068.72","2623.14","16","22637","876"
"2024-12-20","Meta Ads","Display","6372.9","39485.52","194","86099","2910"
"2024-11-08","Meta Ads","Display","1608.67","30028.61","168","181950","2401"
"2024-06-11","Meta Ads","Video","1309.06","14121.79","52","102229","2146"
"2024-09-22","TikTok Ads","Video","1115.84","11216.46","145","53167","2536"
"2024-05-06","Meta Ads","Shopping","764.05","4058.36","16","10177","413"
"2024-12-08","Meta Ads","Shopping","819.18","1445.84","17","67714","738"
"2024-10-23","Google Ads","Shopping","6770.28","18761.36","195","51032","3036"
"2024-08-11","TikTok Ads","Display","2313.81","32574.4","198","68474","4923"
"2024-08-12","TikTok Ads","Video","329.28","2887.05","56","12838","784"
"2024-06-05","Google Ads","Display","16301.12","85249.68","572","151595","9262"
"2024-04-11","TikTok Ads","Video","429.99","4095.81","51","38799","1303"
"2024-06-23","Google Ads","Video","5306.04","34156.84","176","121565","2601"
"2024-09-11","Meta Ads","Display","684.76","3871.2","16","38762","1007"
"2024-02-18","Meta Ads","Search","1240.47","678.51","21","32410","693"
"2024-03-29","TikTok Ads","Video","3849.08","52932.5","306","134132","4694"
"2024-01-28","Google Ads","Display","2248.39","23043.93","79","38005","1489"
"2024-01-15","Google Ads","Search","5041.22","14981.67","98","91348","2914"
"2024-08-22","Google Ads","Display","11532.15","31383.75","106","87607","3661"
"2024-02-01","TikTok Ads","Shopping","3625.08","132401.61","454","95288","7108"
"2024-09-28","TikTok Ads","Video","1728.96","22980.94","134","68620","3602"
"2024-07-06","TikTok Ads","Video","6849.44","6246.82","66","95975","3848"
"2024-12-12","Google Ads","Shopping","13568.94","8174.03","77","162064","5607"
"2024-05-18","Meta Ads","Search","763.2","2136.83","64","57712","848"
"2024-06-29","Meta Ads","Shopping","4293.9","38717.46","162","147412","3670"
"2024-02-06","Google Ads","Display","3630.84","21777.03","119","79525","2298"
"2024-04-18","Meta Ads","Shopping","2347.41","2972.32","19","78480","1389"
"2024-03-11","TikTok Ads","Display","5865.09","102707.85","601","165232","7617"
"2024-05-18","Google Ads","Display","804.54","11553.7","46","13294","583"
"2024-11-16","Meta Ads","Video","894.6","12295.52","66","55333","852"
"2024-09-24","Meta Ads","Display","7576.8","59390.91","220","177027","6160"
"2024-11-10","Meta Ads","Search","398.72","3556.66","31","21679","448"
"2024-07-09","Google Ads","Search","1412","3302.39","54","18601","706"
"2024-11-29","Google Ads","Shopping","4813.9","8660.28","114","146583","2990"
"2024-11-17","Google Ads","Shopping","7361.6","5289.97","38","46745","2140"
"2024-12-09","Google Ads","Display","6888.06","30920.99","149","39505","2251"
"2024-03-11","Google Ads","Shopping","9200.46","30682.52","195","179342","4071"
"2024-10-27","Google Ads","Video","2887.05","29467.42","239","75410","3039"
"2024-06-28","Google Ads","Search","4656.35","2103","45","83488","4049"
"2024-12-26","TikTok Ads","Display","2742.75","11705.28","140","149143","5175"
"2024-11-21","Meta Ads","Shopping","2329.51","11281.65","90","52743","1207"
"2024-04-19","Meta Ads","Shopping","4946.16","37976.42","145","92091","3342"
"2024-04-14","TikTok Ads","Video","7939.5","88046.75","635","118687","10586"
"2024-10-25","Google Ads","Video","16582.8","33814.66","312","195664","6378"
"2024-09-26","TikTok Ads","Search","3252.06","87393.19","349","89946","5162"
"2024-12-05","TikTok Ads","Search","17413.68","102403.13","695","170529","11766"
"2024-01-03","Meta Ads","Display","2672.68","23770.39","93","129750","2452"
"2024-01-22","Meta Ads","Display","4166.64","68061.76","299","197882","5144"
"2024-06-06","Google Ads","Display","3234.22","3487.43","103","58266","2651"
"2024-09-01","Meta Ads","Search","4819.62","5066.63","92","98699","2171"
"2024-01-18","TikTok Ads","Video","8268","38190.22","229","172820","5512"
"2024-11-30","Google Ads","Shopping","7589.08","43994.91","160","61902","2599"
"2024-07-20","TikTok Ads","Shopping","15409.62","163989.09","643","148573","8706"
"2024-11-06","Meta Ads","Shopping","8628.81","10578.46","262","149654","6689"
"2024-01-24","Meta Ads","Search","10069.98","56534.15","236","191478","6414"
"2024-05-01","Meta Ads","Search","634.27","693.26","10","7196","287"
"2024-11-14","Google Ads","Display","3918.52","5647","60","30757","1202"
"2024-04-11","Google Ads","Display","1013.1","3553.78","20","17578","330"
"2024-02-02","Google Ads","Display","5670.58","12114.63","117","65530","2018"
"2024-09-18","TikTok Ads","Search","8255.44","80503.15","414","89403","5578"
"2024-06-09","TikTok Ads","Shopping","4555.95","22405.85","178","161904","4339"
"2024-09-08","Meta Ads","Video","1182.36","1538.26","12","27036","708"
"2024-06-08","Meta Ads","Shopping","360.4","375.03","9","12712","212"
"2024-02-10","Google Ads","Shopping","1638.9","11611.94","60","24198","1214"
"2024-07-31","Google Ads","Display","6987.63","12463.37","50","80324","2337"
"2024-04-22","Google Ads","Search","10025.01","12306.27","106","160525","6003"
"2024-02-27","Google Ads","Display","5744.64","89314.07","307","104821","4224"
"2024-10-03","Google Ads","Video","5914.56","28604.24","129","48118","1616"
"2024-02-06","TikTok Ads","Display","2552.52","47503.54","222","53709","2868"
"2024-02-14","Google Ads","Display","2101.28","18551.01","75","25497","1142"
"2024-08-26","TikTok Ads","Display","9862.4","30909.61","352","178782","7705"
"2024-05-03","Meta Ads","Video","6904.17","2769.22","80","189221","7587"
"2024-12-26","Meta Ads","Search","1550.58","10297.42","119","138704","1803"
"2024-10-08","Google Ads","Video","6079.32","143639.1","530","120475","7794"
"2024-08-19","Google Ads","Shopping","31106.27","135443.82","609","125019","8251"
"2024-12-11","Meta Ads","Search","7237.63","18520.23","235","198775","3637"
"2024-01-05","TikTok Ads","Video","1684.92","5633.14","29","52059","2956"
"2024-05-31","Google Ads","Display","11111.95","18314.28","342","183373","7169"
"2024-09-13","Meta Ads","Search","6944.7","36552.89","123","114844","3307"
"2024-08-27","Meta Ads","Search","1405.44","2545.35","67","53865","1098"
"2024-01-07","Google Ads","Video","2916.06","2232.61","49","25080","1113"
"2024-07-12","TikTok Ads","Search","1443.98","27317.08","92","95853","4658"
"2024-05-26","Google Ads","Video","2141.44","8087.57","48","27593","896"
"2024-09-11","Meta Ads","Video","2369.96","9084.22","86","34949","1324"
"2024-05-17","TikTok Ads","Shopping","5980.83","17387.72","188","72986","3379"
"2024-02-02","Google Ads","Shopping","18301.3","106414.01","537","149848","9290"
"2024-09-03","Google Ads","Video","7285.23","27104.75","125","143235","3981"
"2024-02-11","TikTok Ads","Video","4539.36","147520.8","534","157625","9457"
"2024-11-28","Meta Ads","Search","8172.66","41926.28","193","172816","3819"
"2024-12-14","TikTok Ads","Video","6785.94","9525.68","104","56529","4494"
"2024-04-13","TikTok Ads","Shopping","19749.29","41247.07","200","176030","13079"
"2024-11-03","Meta Ads","Search","3269.88","6205.33","122","128355","1758"
"2024-09-25","Google Ads","Video","614.04","3175.83","34","14096","476"
"2024-04-02","Google Ads","Video","2398.7","3201.45","60","31855","1411"
"2024-02-19","Google Ads","Search","5255.61","17399.72","103","95218","2199"
"2024-02-06","Google Ads","Shopping","12132.62","31253.87","149","102409","3389"
"2024-09-12","Google Ads","Search","3379.51","7117.65","31","31049","1021"
"2024-09-19","TikTok Ads","Search","4959.3","44193.52","295","129077","4065"
"2024-09-20","Meta Ads","Shopping","4515.88","17225.95","200","166874","6641"
"2024-02-13","Google Ads","Search","9834.5","16979.34","139","153865","5785"
"2024-11-07","TikTok Ads","Display","16007.88","165825.37","946","187199","12036"
"2024-06-27","Meta Ads","Video","4938.79","19270.73","325","117696","4531"
"2024-10-19","Meta Ads","Search","2279","10356.84","96","147324","1325"
"2024-08-04","Google Ads","Video","3799","5256.07","18","39001","1450"
"2024-01-03","TikTok Ads","Search","5360.42","57608.77","268","69277","5057"
"2024-04-10","Google Ads","Search","8310.32","139644.2","899","166687","11384"
"2024-12-02","Meta Ads","Video","2820.13","52181.09","239","173898","5321"
"2024-05-31","Google Ads","Display","11729.13","14373.81","366","117000","7979"
"2024-10-25","Meta Ads","Shopping","870.87","1673.31","12","55697","957"
"2024-07-03","Google Ads","Display","3308.8","13372.82","85","46585","1504"
"2024-08-14","TikTok Ads","Search","3158.58","44113.49","289","97345","5178"
"2024-06-18","TikTok Ads","Video","9046.34","28878.71","673","143519","10519"
"2024-05-01","Meta Ads","Display","563.37","2441.19","25","68843","633"
"2024-03-27","Google Ads","Display","8655.04","32419.87","158","129679","5848"
"2024-01-31","Meta Ads","Search","9896.4","90694.52","401","153157","5498"
"2024-08-21","Meta Ads","Display","6327.83","16533.53","209","138074","3313"
"2024-11-16","Google Ads","Shopping","7590.54","30598.06","261","119132","3466"
"2024-05-05","Google Ads","Video","4610.06","15065.19","58","43634","1937"
"2024-06-27","Meta Ads","Shopping","5758.31","3750","95","198899","2923"
"2024-05-15","Meta Ads","Video","3480.24","19100.2","117","143383","3412"
"2024-02-06","Meta Ads","Video","1492.2","14164.35","48","92469","2487"
"2024-11-09","Google Ads","Shopping","1087.56","2813.84","11","30852","684"
"2024-11-16","Meta Ads","Search","7068.6","13715.98","106","87565","3213"
"2024-12-11","Google Ads","Shopping","9170.88","7520.81","125","154058","3728"
"2024-06-14","Google Ads","Display","10613.44","9996.49","193","160579","7804"
"2024-10-24","TikTok Ads","Search","1553.82","2219.67","16","34076","1363"
"2024-05-29","TikTok Ads","Shopping","1718.28","8930.04","40","37261","1591"
"2024-02-16","Meta Ads","Shopping","16445.64","50559.85","556","178553","7213"
"2024-03-06","Meta Ads","Search","2807.8","39444.5","133","132390","2780"
"2024-08-17","TikTok Ads","Search","8995.3","21100.54","218","166446","7822"
"2024-10-30","TikTok Ads","Shopping","3339.63","7304.51","73","158807","5859"
"2024-10-18","Meta Ads","Video","3837.24","2782.02","76","66265","1881"
"2024-02-11","Google Ads","Search","11293.95","75085.66","280","137156","5253"
"2024-12-28","Google Ads","Shopping","8970.85","36566.56","179","123292","2527"
"2024-08-07","TikTok Ads","Display","1244.31","8887.57","37","68642","3363"
